zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
5681,44.46,-72.38,7,,,,4,,,,,,
5682,44.39,-72.56,19,,,,,4,,2,3,2,
5701,43.62,-72.91,1085,1,,36,82,158,35,164,36,58,10
5730,43.43,-72.8,5,,,,1,,1,,,,
5732,43.71,-73.19,33,,,1,6,2,,1,1,1,
5733,43.81,-73.09,152,2,,7,17,12,10,19,3,3,4
5734,43.98,-73.33,18,1,,,6,,,4,,1,2
5735,43.65,-73.16,88,,,3,14,10,5,11,1,5,
5736,43.62,-73.01,19,,,1,1,2,1,1,,2,
5737,43.77,-72.91,15,,,2,3,,,2,1,1,1
5738,43.52,-72.86,30,,,,12,1,2,3,,1,
5739,43.34,-73,34,1,,2,7,2,5,4,,,1
5740,43.97,-73.11,20,,,,3,3,1,3,1,1,2
5742,43.42,-72.91,9,,,,,,2,,,,1
5743,43.68,-73.3,102,1,,1,13,10,7,12,,6,4
5744,43.69,-73.08,15,1,,,9,,,,,1,1
5747,44.01,-72.84,7,,,,3,,1,,1,,
5748,43.91,-72.92,12,1,,,,3,,1,,,2
5751,43.66,-72.78,141,1,,7,10,2,1,12,14,1,3
5753,44,-73.18,441,4,,20,34,71,13,67,14,14,6
5757,43.48,-73.12,20,,,1,6,1,1,3,1,,
5758,43.45,-72.76,23,,,,6,,2,1,2,,
5759,43.53,-72.96,65,1,,3,12,1,9,5,,4,3
5760,43.8,-73.29,20,1,,1,9,,1,3,,,
5761,43.36,-73.15,30,1,,1,8,1,,4,1,2,1
5762,43.8,-72.84,22,,,,5,,1,3,,,2
5763,43.73,-73,78,,,3,21,2,3,7,4,3,3
5764,43.54,-73.19,97,,,3,18,5,8,8,,1,2
5765,43.65,-73.03,19,,,2,3,,1,2,1,,
5766,43.98,-73,12,,,,3,,,1,,,
5767,43.88,-72.83,46,1,,4,8,2,2,7,,1,
5769,43.93,-73.12,33,,,,12,4,1,1,1,1,1
5770,43.88,-73.32,37,,,2,9,3,1,5,,2,3
5772,43.75,-72.76,16,,,1,3,,1,1,1,3,
5773,43.42,-72.99,54,1,,2,13,9,2,3,2,1,1
5774,43.44,-73.19,15,1,,,2,,,3,2,,1
5775,43.37,-73.23,21,,,,5,1,3,3,,,2
5776,43.25,-73.2,14,1,,1,2,1,1,4,,,
5777,43.56,-73.05,68,1,,1,14,1,5,4,,3,4
5778,43.88,-73.21,17,,,1,3,,2,1,,,2
5819,44.4,-71.98,405,,,16,36,55,22,62,10,17,11
5820,44.76,-72.32,14,1,,,4,1,2,2,,1,
5821,44.31,-72.11,26,1,,2,6,2,3,2,,,
5822,44.75,-72.14,60,,,4,8,7,,8,1,3,3
5824,44.44,-71.83,15,1,,,5,1,2,1,,1,
5825,44.86,-72.24,10,,,,,,2,,,,1
5826,44.65,-72.4,21,1,,2,6,1,1,,,1,
5827,44.68,-72.36,12,,,1,5,,,2,1,,
5828,44.44,-72.12,51,,,5,15,5,,9,,,2
5829,44.97,-72.07,119,2,,5,23,5,3,11,5,6,7
5830,44.97,-71.99,29,,,1,5,2,1,3,1,2,4
5832,44.58,-71.92,35,,,2,3,,3,1,3,,1
5833,44.84,-71.96,4,,,1,,,,,,,1
5836,44.51,-72.27,14,,,,4,3,1,1,,,1
5839,44.67,-72.21,16,,,1,5,1,2,1,1,,
5841,44.61,-72.29,24,,,3,6,1,5,2,,,
5842,44.56,-72.23,19,1,,,5,2,1,1,,1,1
5843,44.52,-72.35,102,3,,2,14,10,4,9,3,4,3
5845,44.8,-72.29,21,,,,7,,,1,,2,2
5846,44.8,-71.86,44,1,,3,4,4,,5,2,1,3
5847,44.79,-72.46,13,,,2,3,,1,,,,1
5850,44.54,-72.01,7,,,1,2,1,1,,,,
5851,44.56,-72.08,188,1,,6,20,17,15,23,8,9,5
5853,44.9,-71.94,10,1,,,3,,,,1,,
5855,44.93,-72.19,284,2,,12,31,47,17,36,9,9,6
5857,44.93,-72.31,29,,,,11,2,1,,,1,3
5858,44.56,-71.82,5,1,,,,1,1,1,,,1
5859,44.97,-72.44,28,,,,7,1,,,1,,3
5860,44.8,-72.1,55,1,,2,3,3,3,8,,2,4
5862,44.32,-72.22,10,,,1,1,2,,2,,,
5866,44.64,-72.11,3,,,,1,,,,,,1
5867,44.67,-72.04,14,,,,2,1,2,1,1,2,2
5868,44.9,-72.38,14,,,1,3,,,1,2,,2
5871,44.69,-71.94,15,,,,6,3,,1,,,1
5872,44.87,-72.05,18,1,,,3,,2,1,2,1,1
5873,44.42,-72.2,12,,,1,3,,,1,1,,
5874,44.88,-72.48,11,,,,1,1,2,1,,,
5875,44.71,-72.25,9,,,,,2,1,3,,,
5901,44.94,-71.65,1,,,,,,,,,,
5902,45.01,-71.49,4,,,,,1,1,,,1,
5903,44.94,-71.59,22,3,,1,3,1,1,2,,,3
5904,44.42,-71.71,3,,,,,2,,,,,
5905,44.7,-71.68,8,1,,1,1,1,1,,,,
5906,44.48,-71.72,11,,,,4,,1,1,1,,
5907,44.91,-71.82,9,2,,,,,,,,,4
6001,41.79,-72.85,619,,,24,30,119,9,153,25,21,2
6002,41.84,-72.74,731,,,26,61,113,73,107,31,50,24
6010,41.68,-72.94,1132,,,41,136,148,131,121,40,41,18
6013,41.75,-72.95,106,,,3,25,9,6,15,1,7,2
6016,41.9,-72.55,65,,,2,20,1,2,3,,2,4
6018,42.02,-73.31,129,,,10,16,15,9,14,4,4,2
6019,41.86,-72.9,326,,,14,33,17,8,64,5,12,1
6020,41.83,-72.93,7,,,,1,,,,,2,
6021,42.02,-73.1,9,,,,3,1,,,1,,
6022,41.87,-72.93,21,,,,2,2,1,4,,,
6023,41.61,-72.72,63,,,1,5,2,13,13,1,8,2
6024,42.01,-73.27,15,,,,5,1,,,1,,1
6026,41.93,-72.75,163,1,,4,28,7,24,22,1,14,14
6027,42,-72.92,18,,,,10,,,,1,,1
6029,41.91,-72.45,240,1,,8,53,21,18,29,11,5,2
6031,41.96,-73.32,33,,,4,9,3,,5,1,,
6032,41.73,-72.86,1038,,,34,46,104,37,289,44,35,6
6033,41.71,-72.54,1056,2,,39,83,152,45,305,33,40,6
6035,41.96,-72.8,178,2,,5,21,22,3,28,4,6,2
6037,41.61,-72.78,548,,,21,65,49,60,53,10,34,5
6039,41.95,-73.46,94,1,,8,6,7,2,23,1,2,2
6040,41.76,-72.53,1152,1,,32,86,170,47,142,37,31,12
6042,41.8,-72.52,323,,,11,32,26,28,31,13,31,3
6043,41.76,-72.44,90,1,,4,18,7,11,4,4,1,2
6051,41.67,-72.77,559,,,15,34,59,73,65,20,31,8
6052,41.66,-72.8,151,,,4,9,67,4,29,4,5,2
6053,41.69,-72.79,316,,,3,30,41,17,29,18,11,8
6057,41.84,-73,121,,,4,28,7,9,16,1,6,3
6058,41.97,-73.18,51,,,4,7,3,2,12,3,,1
6059,41.96,-72.94,4,,,,2,1,,,,,
6060,42.01,-72.86,25,,,,9,1,1,5,,2,
6061,41.88,-72.97,15,,,,1,1,3,1,,3,
6062,41.67,-72.86,557,,,15,84,52,68,60,19,41,9
6063,41.93,-72.97,51,1,,1,8,1,5,5,1,2,3
6065,41.97,-73.01,13,,,1,2,,3,,,1,
6066,41.84,-72.46,606,,,18,47,92,25,86,29,13,3
6067,41.66,-72.66,728,,,35,55,74,14,175,29,52,14
6068,42.01,-73.42,64,,,4,11,4,,7,9,,1
6069,41.86,-73.45,122,,,10,20,27,3,11,3,4,
6070,41.88,-72.81,413,,,21,24,32,8,102,21,17,3
6071,41.99,-72.45,204,1,,7,42,16,13,29,5,14,6
6073,41.66,-72.56,82,,,4,15,6,,14,1,2,1
6074,41.84,-72.58,803,,,22,100,76,80,114,14,71,21
6076,41.98,-72.26,223,1,,7,35,18,16,28,5,10,8
6078,41.99,-72.65,203,,,5,18,19,12,36,7,14,10
6081,41.9,-72.77,28,,,,6,1,3,4,,,
6082,41.98,-72.56,866,,,26,54,149,45,92,18,41,21
6084,41.88,-72.36,232,,,5,43,32,16,32,6,11,4
6085,41.75,-72.89,130,,,4,17,12,1,23,6,9,2
6088,41.92,-72.58,303,1,,4,16,21,30,28,10,33,12
6089,41.84,-72.82,116,,,4,6,14,,25,4,2,
6090,41.95,-72.86,7,,,,,,,1,,2,1
6091,42.03,-72.98,9,,,,2,,1,1,,1,
6092,41.87,-72.86,58,,,3,6,3,3,12,2,8,
6093,42.01,-72.72,27,,,1,7,,,3,,3,3
6095,41.87,-72.68,762,1,,18,41,92,40,166,35,54,44
6096,41.93,-72.66,343,,,10,25,20,20,30,19,17,50
6098,41.96,-73.09,261,1,,16,25,34,32,30,7,10,4
6103,41.77,-72.67,690,,,50,3,27,3,274,41,20,6
6105,41.77,-72.71,449,,,14,12,161,3,70,37,4,2
6106,41.75,-72.7,903,,,25,34,149,21,203,34,19,9
6107,41.75,-72.76,649,,,22,25,113,6,222,25,16,1
6108,41.78,-72.62,843,,,24,84,74,49,150,38,74,26
6109,41.7,-72.67,584,1,,17,40,83,15,117,25,16,7
6110,41.73,-72.73,479,,,20,38,26,45,66,16,31,12
6111,41.69,-72.73,826,,,26,83,72,78,97,25,50,9
6112,41.79,-72.7,153,,,,10,34,7,10,7,1,3
6114,41.74,-72.67,540,1,,17,45,35,22,56,16,66,13
6117,41.79,-72.76,260,,,7,7,51,3,45,16,4,1
6118,41.75,-72.61,255,,,9,23,31,5,28,13,4,7
6119,41.76,-72.73,256,,,5,12,51,2,44,3,5,1
6120,41.79,-72.66,344,,,8,15,30,15,34,22,29,15
6160,41.77,-72.69,18,,,1,,,,7,2,,
6226,41.71,-72.21,361,,,6,16,83,12,44,12,7,2
6231,41.63,-72.37,30,,,,7,4,1,8,1,,
6232,41.73,-72.37,45,,,1,12,2,4,1,1,4,2
6234,41.79,-71.95,115,,,3,7,15,4,18,1,2,4
6235,41.79,-72.13,34,,,1,12,1,1,1,,,2
6237,41.69,-72.31,102,,,3,18,14,7,13,2,2,4
6238,41.78,-72.34,130,2,,5,28,14,7,16,3,1,3
6239,41.79,-71.85,219,,,5,23,30,11,29,5,5,4
6241,41.85,-71.85,154,,,5,10,13,21,16,6,6,8
6242,41.9,-72.09,29,,,,3,1,6,3,,2,2
6243,41.84,-71.81,8,,,,1,,,,,,
6247,41.77,-72.08,14,,,1,4,2,,1,,1,
6248,41.69,-72.41,114,1,,5,7,23,1,19,4,1,
6249,41.63,-72.24,76,,,2,16,9,1,10,5,3,2
6250,41.77,-72.2,101,,,4,10,31,,16,6,4,
6254,41.62,-72.14,70,1,,1,11,6,2,1,2,16,2
6255,41.99,-71.9,61,1,,2,10,8,8,3,3,3,1
6256,41.73,-72.16,65,,,5,8,6,4,5,1,3,
6259,41.87,-71.99,112,1,,6,16,9,13,11,5,2,
6260,41.91,-71.87,322,,,9,25,47,30,31,3,15,4
6262,42.02,-71.95,10,,,,4,2,,,1,,
6263,41.84,-71.9,4,,,,,,1,1,,,
6264,41.69,-72.1,13,,,1,1,,,1,,,4
6266,41.67,-72.17,21,,,,,4,1,1,,1,2
6268,41.8,-72.25,157,1,,9,9,22,3,23,11,,1
6269,41.8,-72.29,17,,,,,,,7,,,
6277,41.96,-71.84,62,,,4,10,2,9,3,1,4,
6278,41.9,-72.17,45,,,1,6,2,4,2,1,1,
6279,41.9,-72.25,93,,,5,12,11,6,8,3,8,10
6280,41.69,-72.13,21,,,1,6,4,1,2,,,1
6281,41.97,-72.01,95,,,6,17,6,7,16,,6,1
6282,41.95,-72.08,8,,,1,2,,1,1,,,1
6320,41.35,-72.1,713,1,,31,28,118,14,129,24,17,12
6330,41.64,-72.08,35,,,1,13,2,3,3,,,
6331,41.69,-72.01,56,,,1,9,2,1,9,1,3,
6332,41.73,-71.9,21,,,1,1,5,1,3,,,
6333,41.39,-72.23,147,,,4,12,29,10,16,4,2,1
6334,41.54,-72.17,53,,,,14,2,3,5,1,4,6
6335,41.43,-72.06,80,,,3,6,12,2,16,5,1,1
6336,41.58,-72.2,4,,,,,,3,,,,
6339,41.44,-71.99,99,3,,3,14,12,3,9,3,3,1
6340,41.35,-72.04,609,1,,29,15,78,12,103,33,22,9
6350,41.65,-72.07,2,,,,,1,,,,1,
6351,41.59,-71.95,224,1,,6,31,18,6,24,6,3,3
6353,41.46,-72.15,17,,,1,2,1,3,,,1,
6354,41.71,-71.86,58,,,2,6,3,3,9,3,2,1
6355,41.36,-71.98,487,1,,21,30,60,16,73,13,14,6
6357,41.33,-72.22,250,,,12,23,23,5,40,17,5,4
6359,41.47,-71.87,90,,,3,17,9,3,6,1,3,1
6360,41.55,-72.09,752,1,,25,44,166,21,99,32,22,14
6365,41.52,-72.01,77,,,1,23,1,2,3,,2,
6370,41.47,-72.19,54,,,1,7,5,1,8,2,3,2
6371,41.36,-72.32,267,,,17,36,25,7,55,13,16,3
6373,41.68,-71.8,5,,,,,1,,,,,
6374,41.68,-71.91,151,,,5,15,14,13,11,5,5,5
6375,41.41,-72.12,47,,,,7,10,1,2,1,3,1
6376,41.29,-72.25,5,,,,1,,,,,,
6377,41.73,-71.82,32,,,,5,2,7,5,,3,
6378,41.38,-71.91,157,2,,13,19,14,11,27,2,10,1
6379,41.36,-71.85,178,1,,5,25,16,17,30,4,9,2
6380,41.56,-72.05,46,,,,4,,5,3,1,,4
6382,41.47,-72.12,228,,,4,30,24,5,19,6,5,5
6384,41.58,-71.83,38,,,1,11,1,1,1,,2,1
6385,41.36,-72.16,508,,,23,41,55,7,59,9,14,14
6387,41.74,-71.91,19,,,1,,1,7,1,,2,1
6389,41.56,-72.13,10,,,,3,,1,,,2,
6390,41.28,-71.95,43,,,9,9,3,,2,3,,1
6401,41.34,-73.07,257,,,1,29,37,14,33,5,7,7
6403,41.44,-73.05,90,,,,15,3,9,9,5,11,7
6405,41.29,-72.79,977,,,33,99,105,52,163,32,54,14
6409,41.35,-72.42,67,,,1,6,10,3,16,,5,
6410,41.51,-72.9,783,,,25,76,125,49,150,28,64,17
6412,41.41,-72.49,125,,,5,12,11,10,28,2,5,6
6413,41.3,-72.53,371,,,14,46,29,19,37,7,12,4
6414,41.57,-72.55,9,,,,1,1,,1,,,
6415,41.55,-72.35,294,1,,7,32,49,9,38,9,5,3
6416,41.62,-72.66,376,,,15,39,48,14,45,18,20,5
6417,41.37,-72.48,109,,,3,12,11,16,10,3,7,2
6418,41.33,-73.08,265,,,8,21,51,18,22,5,8,1
6419,41.37,-72.58,111,1,,2,24,9,4,15,,9,3
6420,41.49,-72.26,68,1,,2,7,7,2,12,1,,3
6422,41.47,-72.68,153,1,,3,32,15,11,19,5,12,3
6423,41.46,-72.39,79,,,6,14,5,5,11,2,5,5
6424,41.56,-72.5,165,,,8,18,17,15,25,3,6,1
6426,41.35,-72.4,205,,,19,14,29,12,42,7,8,3
6437,41.33,-72.7,609,,,26,64,87,24,125,13,40,8
6438,41.46,-72.5,55,,,4,8,6,2,5,1,3,
6441,41.47,-72.58,82,,,,16,6,3,13,,4,2
6442,41.34,-72.43,44,,,2,7,2,7,2,1,,2
6443,41.34,-72.62,507,,,24,48,64,12,101,15,30,5
6444,41.56,-72.93,12,,,,4,1,,2,,,
6447,41.64,-72.45,138,,,3,19,24,5,26,3,2,3
6450,41.54,-72.78,760,,,23,56,100,46,89,41,29,13
6451,41.54,-72.82,353,,,7,30,33,23,29,7,12,8
6455,41.51,-72.72,89,,,4,12,7,8,12,4,7,1
6456,41.52,-72.55,9,,,2,1,,,1,,,
6457,41.55,-72.66,1059,,,43,86,170,55,161,41,46,15
6460,41.22,-73.05,1619,2,,46,121,153,137,255,37,97,22
6461,41.24,-73.08,128,,,10,14,4,13,25,6,11,4
6467,41.57,-72.9,54,,,1,4,4,8,7,1,5,3
6468,41.34,-73.22,508,1,,13,66,49,24,86,11,22,6
6469,41.51,-72.44,57,,,4,5,7,2,6,,2,4
6470,41.4,-73.32,455,,,27,46,49,16,86,14,26,7
6471,41.33,-72.78,181,,,5,19,13,20,18,6,10,3
6472,41.38,-72.78,105,,,1,28,4,2,8,1,4,10
6473,41.38,-72.86,973,,,36,120,66,54,161,34,72,32
6475,41.3,-72.38,517,,,24,39,60,29,70,20,25,8
6477,41.28,-73.02,520,,,20,33,46,11,75,13,20,13
6478,41.44,-73.15,280,2,,5,42,13,39,36,5,17,20
6479,41.57,-72.91,211,,,5,29,28,22,28,3,8,5
6480,41.6,-72.59,215,,,9,26,20,22,23,1,7,4
6481,41.54,-72.7,16,,,,5,2,2,1,,1,
6482,41.41,-73.24,146,2,,5,23,9,8,34,3,13,6
6483,41.39,-73.08,292,,,9,47,25,27,41,7,8,4
6484,41.3,-73.14,1094,,,42,110,112,62,233,35,75,11
6488,41.48,-73.23,501,,,22,48,74,14,99,17,23,6
6489,41.61,-72.87,750,,,17,92,85,49,95,19,32,14
6492,41.46,-72.8,1316,,,45,125,121,103,187,40,119,35
6498,41.3,-72.48,224,,,9,17,11,11,21,7,5,2
6510,41.31,-72.93,607,,,36,8,46,4,205,27,11,3
6511,41.32,-72.93,1185,,,49,38,255,30,219,56,38,8
6512,41.28,-72.88,453,,,14,53,45,26,56,9,41,25
6513,41.32,-72.87,398,1,,8,41,45,31,40,16,15,17
6514,41.38,-72.94,553,,,19,54,46,39,52,16,23,11
6515,41.33,-72.97,223,,,8,9,35,,21,11,6,1
6516,41.27,-72.96,797,,,15,68,73,51,92,38,67,23
6517,41.35,-72.91,274,,,12,30,31,20,31,8,23,7
6518,41.43,-72.91,501,,,12,23,114,5,135,18,9,2
6519,41.29,-72.93,227,,,2,21,71,7,9,7,9,1
6524,41.42,-72.99,100,2,,4,18,7,12,13,2,5,1
6525,41.36,-73,291,,,14,26,42,11,78,6,14,2
6604,41.18,-73.21,639,,,25,36,71,23,141,28,25,11
6605,41.16,-73.22,301,,,13,22,27,41,25,11,19,7
6606,41.21,-73.21,585,,,8,37,141,25,69,25,14,7
6607,41.17,-73.17,148,,,2,17,12,35,3,6,23,8
6608,41.19,-73.18,134,,,4,12,13,9,10,3,19,2
6610,41.21,-73.16,292,,,6,22,42,15,20,11,15,6
6611,41.27,-73.21,895,,,37,90,139,21,155,32,40,13
6612,41.26,-73.3,145,,,9,31,12,,32,3,9,
6614,41.23,-73.13,516,,,18,40,83,11,90,16,11,3
6615,41.17,-73.13,634,,,19,78,43,64,74,19,79,34
6702,41.56,-73.05,368,,,13,5,34,16,95,19,13,4
6704,41.59,-73.04,324,,,5,28,20,40,21,13,16,7
6705,41.55,-72.99,464,,,8,23,58,36,48,16,17,6
6706,41.53,-73.03,256,,,10,13,19,17,15,5,8,3
6708,41.55,-73.07,519,,,6,33,155,46,40,15,33,11
6710,41.57,-73.05,85,,,4,6,27,,18,5,3,
6712,41.5,-72.98,214,,,7,32,29,22,26,4,10,12
6716,41.59,-72.97,276,1,,5,50,33,30,22,7,13,10
6750,41.72,-73.27,59,2,,1,9,3,5,10,2,1,2
6751,41.64,-73.21,83,,,3,19,7,7,5,1,4,2
6752,41.52,-73.36,36,,,4,7,3,2,8,,1,
6754,41.78,-73.36,61,,,8,11,,4,8,,1,
6755,41.65,-73.48,21,,,,4,,4,1,,1,
6756,41.85,-73.23,72,1,,5,19,2,2,9,5,3,2
6757,41.74,-73.46,122,1,,3,11,12,3,16,5,1,
6758,41.67,-73.25,3,,,,,,,1,,,
6759,41.75,-73.21,257,,,19,35,30,5,38,8,9,
6762,41.53,-73.12,217,,,18,16,35,10,39,8,12,1
6763,41.69,-73.21,42,2,,1,13,1,4,2,2,2,1
6770,41.49,-73.05,456,,,8,53,42,47,56,15,25,7
6776,41.6,-73.42,731,1,,21,90,77,50,112,22,40,11
6777,41.69,-73.33,60,,,2,10,3,2,5,4,5,
6778,41.71,-73.11,15,,,2,5,1,2,2,,,
6779,41.6,-73.08,108,,,2,21,7,10,9,2,3,2
6782,41.64,-73.04,31,,,1,4,3,6,1,,3,1
6783,41.56,-73.3,72,,,8,18,4,1,7,2,,1
6784,41.58,-73.49,76,,,7,23,3,2,12,1,4,1
6785,41.67,-73.49,11,,,1,3,1,,,2,,
6786,41.67,-73.02,151,,,1,37,10,29,9,3,7,4
6787,41.67,-73.09,190,,,3,25,13,41,17,3,12,4
6790,41.83,-73.13,902,,,20,95,151,63,107,20,34,6
6791,41.76,-73.06,99,,,3,27,5,5,12,3,2,2
6793,41.63,-73.29,36,,,5,4,2,1,5,,1,
6794,41.65,-73.32,74,1,,6,10,1,1,20,4,1,1
6795,41.62,-73.13,378,,,9,36,46,44,49,8,15,6
6796,41.87,-73.34,25,1,,3,3,1,1,1,1,1,
6798,41.56,-73.21,281,,,17,35,25,11,56,7,16,5
6801,41.37,-73.39,528,1,,10,73,51,46,65,11,37,10
6804,41.47,-73.39,596,,,22,63,68,28,102,8,44,12
6807,41.06,-73.59,232,,,9,31,32,4,45,5,7,5
6810,41.37,-73.46,1693,,,39,120,208,91,247,54,91,39
6811,41.42,-73.48,574,,,16,68,49,6,121,24,25,7
6812,41.48,-73.49,192,,,8,29,22,4,44,4,10,4
6820,41.08,-73.48,667,1,,36,35,63,7,173,16,28,9
6824,41.17,-73.28,1065,,,41,71,143,18,267,43,40,16
6825,41.2,-73.24,608,1,,20,41,73,10,119,22,20,11
6830,41.04,-73.62,1567,2,,62,82,115,22,500,91,61,20
6831,41.09,-73.66,455,2,,15,41,50,12,143,36,19,7
6840,41.16,-73.5,642,,,34,54,43,5,171,25,30,9
6850,41.13,-73.45,493,,,23,36,51,21,98,16,27,11
6851,41.14,-73.4,1111,,,52,93,161,26,197,37,46,8
6853,41.07,-73.44,106,,,14,6,5,1,45,2,5,2
6854,41.08,-73.43,814,,,46,62,37,47,152,36,64,24
6855,41.08,-73.39,256,,,18,36,6,11,52,1,10,6
6856,41.11,-73.42,44,,,3,,5,3,8,,6,1
6870,41.02,-73.57,202,,,12,12,14,3,52,10,12,1
6877,41.32,-73.5,783,1,,48,62,90,17,194,36,21,3
6878,41.03,-73.58,158,,,5,9,21,2,34,5,11,2
6880,41.13,-73.35,1490,1,,76,71,132,8,492,70,54,18
6883,41.23,-73.37,178,,,17,20,7,3,60,7,11,1
6890,41.15,-73.29,202,,,12,6,16,6,78,13,7,1
6896,41.31,-73.39,180,1,,21,33,12,2,38,6,9,2
6897,41.21,-73.44,738,,,41,64,64,7,214,31,33,8
6901,41.05,-73.54,1103,,,46,9,52,9,407,62,49,19
6902,41.06,-73.54,1716,,,67,134,170,55,371,80,123,59
6903,41.14,-73.57,267,2,,13,42,18,1,65,10,18,6
6905,41.09,-73.54,970,,,31,55,187,11,243,38,29,12
6906,41.07,-73.52,267,,,14,39,14,14,37,4,29,4
6907,41.1,-73.52,244,,,11,38,13,9,25,11,15,13
7001,40.58,-74.27,409,,,5,16,32,25,50,11,56,42
7002,40.66,-74.11,1089,,,16,85,174,37,131,43,50,67
7003,40.81,-74.19,991,,,26,79,156,29,164,51,40,21
7004,40.88,-74.3,1306,,,38,131,49,152,282,37,247,46
7005,40.93,-74.42,476,1,,13,63,27,25,101,9,36,13
7006,40.85,-74.28,914,,,22,90,110,35,207,45,64,15
7008,40.58,-74.23,307,,,6,33,19,12,35,9,45,34
7009,40.86,-74.23,359,,,11,35,52,27,65,7,31,5
7010,40.82,-73.99,461,,,10,47,67,9,76,20,30,9
7011,40.88,-74.14,852,,,11,97,104,61,109,30,60,28
7012,40.85,-74.16,397,,,15,31,38,36,56,12,45,18
7013,40.87,-74.17,833,,,16,97,211,21,164,35,56,16
7014,40.83,-74.14,221,,,7,21,8,33,20,10,23,7
7016,40.66,-74.3,743,,,22,69,83,29,213,26,54,20
7017,40.77,-74.21,286,,,7,21,53,10,24,29,10,16
7018,40.76,-74.22,418,,,5,10,103,7,37,26,6,16
7020,40.82,-73.97,435,,,24,9,43,9,86,22,34,8
7021,40.83,-74.28,41,,,6,7,3,,9,3,3,
7022,40.82,-74,314,,,5,32,16,22,17,10,41,17
7023,40.64,-74.39,161,,,1,12,24,2,36,1,9,5
7024,40.85,-73.97,1553,,,55,61,199,11,395,108,178,35
7026,40.88,-74.11,577,,,5,105,31,56,48,12,46,32
7027,40.65,-74.32,165,,,3,19,8,14,13,4,9,1
7028,40.8,-74.2,134,,,8,7,39,2,37,2,2,2
7029,40.74,-74.15,298,,,2,24,25,20,33,9,21,28
7030,40.75,-74.03,1287,,,60,58,119,28,286,83,44,29
7031,40.79,-74.13,301,,,4,49,34,10,40,11,12,19
7032,40.75,-74.12,911,,,12,110,86,54,91,39,86,126
7033,40.68,-74.29,429,,,4,63,23,55,49,15,61,12
7034,40.88,-74.38,118,,,5,5,12,1,30,1,2,8
7035,40.93,-74.31,268,,,10,47,27,9,41,11,17,11
7036,40.62,-74.24,1167,,,21,114,74,103,102,36,126,102
7039,40.79,-74.33,1303,,,33,78,250,15,305,56,70,9
7040,40.73,-74.27,509,,,27,26,72,20,105,16,16,15
7041,40.72,-74.3,476,,,16,15,110,8,119,30,20,2
7042,40.81,-74.22,919,,,69,37,160,12,187,45,23,14
7043,40.84,-74.2,348,,,27,6,46,6,89,11,11,5
7044,40.83,-74.24,425,,,13,39,59,9,101,22,16,5
7045,40.91,-74.36,369,,,12,42,46,12,112,14,26,13
7046,40.89,-74.44,154,,,8,7,32,5,42,10,9,3
7047,40.79,-74.02,1115,,,28,77,100,56,113,49,137,125
7050,40.77,-74.24,525,,,5,51,64,18,32,37,23,20
7052,40.79,-74.27,1173,,,48,83,268,27,244,60,45,20
7054,40.85,-74.4,1762,,,78,68,159,54,535,110,134,38
7055,40.86,-74.13,1142,,,24,59,121,96,106,44,87,32
7057,40.85,-74.11,220,,,6,50,18,13,22,6,16,9
7058,40.87,-74.34,275,,,7,23,3,10,58,10,57,13
7059,40.63,-74.52,699,,,32,64,93,15,215,22,35,7
7060,40.62,-74.42,854,,,11,56,125,18,88,28,33,13
7062,40.63,-74.4,139,,,6,20,8,4,10,5,4,6
7063,40.61,-74.44,87,,,4,15,5,5,6,2,9,6
7064,40.57,-74.24,65,,,,8,6,7,2,1,6,5
7065,40.61,-74.28,530,1,,10,68,43,41,39,15,63,29
7066,40.62,-74.32,515,,,7,65,79,14,126,21,25,6
7067,40.59,-74.31,271,1,,7,39,31,2,43,6,8,14
7068,40.82,-74.31,458,,,14,25,52,9,190,26,25,6
7069,40.64,-74.44,236,,,9,15,27,4,54,13,12,6
7070,40.82,-74.11,544,,,32,32,59,4,129,25,35,23
7071,40.8,-74.11,635,1,,18,58,50,28,117,14,60,34
7072,40.83,-74.06,494,,,12,28,8,80,46,11,165,47
7073,40.82,-74.09,425,1,,18,41,16,28,37,17,84,16
7074,40.84,-74.06,209,,,2,12,1,40,10,10,63,22
7075,40.85,-74.09,159,,,2,17,12,5,19,7,20,11
7076,40.63,-74.37,535,,,15,68,66,18,106,13,27,9
7077,40.55,-74.25,29,,,1,2,3,1,3,,3,2
7078,40.74,-74.33,571,,,21,27,42,4,138,48,23,5
7079,40.75,-74.26,428,1,,26,20,83,3,99,29,7,5
7080,40.57,-74.41,1037,,,23,86,93,78,156,33,144,55
7081,40.7,-74.33,753,,,22,50,109,29,173,26,59,12
7082,40.93,-74.34,138,,,3,24,11,7,25,1,17,3
7083,40.7,-74.27,1616,,,33,151,200,75,252,75,110,66
7086,40.77,-74.02,187,,,14,6,8,3,53,12,7,13
7087,40.77,-74.03,1222,,,22,63,174,43,147,54,54,50
7088,40.72,-74.29,70,,,,7,6,,6,,4,1
7090,40.65,-74.34,924,,,35,62,158,7,224,32,29,14
7092,40.68,-74.36,368,,,9,40,37,19,77,53,36,9
7093,40.79,-74.01,1033,,,20,34,130,54,125,69,52,35
7094,40.78,-74.07,937,,,44,29,61,23,132,43,157,104
